129,4458.00,-14.700,4472.50,0.100
130,4472.50,0.100,4476.00,0.400
131,4476.00,78.300,4533.00,135.000
132,4476.10,-99.900,4476.10,112.000
133,4501.00,-25.600,4501.00,104.100
134,4567.10,301.200,4633.50,415.200
135,4585.10,281.300,4643.50,382.900
136,4625.00,-100.000,4666.10,132.400
137,4637.70,-28.200,4646.80,-50.000
138,4638.00,277.600,4727.00,277.600
139,4651.10,-119.300,4665.10,-119.500
140,4651.10,-119.300,4651.10,-24.100
141,4656.70,180.000,4656.70,218.600
142,4656.70,180.000,4727.00,180.000
143,4665.00,-99.900,4665.10,-131.700
144,4665.10,-131.700,4667.50,-131.900
145,4666.10,132.400,4727.00,132.400
146,4667.50,-131.900,4667.70,-136.800
147,4667.70,-136.800,4689.80,-136.800
148,4675.00,67.600,4683.00,57.000
149,4675.00,67.600,4675.00,102.700
150,4675.00,102.700,4682.30,111.900
151,4677.20,157.600,4677.20,235.000
152,4677.20,209.200,4727.00,209.200
153,4682.30,111.900,4713.40,111.900
154,4683.00,57.000,4713.40,56.400
155,4689.80,-136.800,4689.80,-131.200
156,4689.90,-131.200,4694.80,-131.200
157,4694.00,65.800,4700.00,56.400
158,4694.00,65.800,4694.00,102.500
159,4694.00,102.500,4700.00,112.500
160,4694.80,-131.200,4694.80,-99.900
161,4698.30,-25.500,4698.30,0.600
162,4698.30,0.600,4705.00,0.900
163,4701.20,577.100,4727.70,601.000
164,4701.90,-50.600,4701.90,-24.200
165,4701.90,-37.400,4727.00,-37.400
166,4704.10,0.700,4705.30,-2.500
167,4705.00,0.900,4705.30,14.600
168,4705.30,-2.500,4708.80,-7.400
169,4705.30,14.600,4709.00,17.500
170,4708.80,-7.400,4727.33,-5.663
171,4709.00,17.500,4727.50,17.253
172,4709.90,112.600,4727.70,93.400
173,4711.30,56.300,4727.70,64.500
174,4713.40,56.400,4727.00,43.500
175,4713.40,111.900,4727.00,120.000
176,4714.70,-7.500,4714.70,17.500
177,4719.90,58.900,4726.60,63.700
178,4720.00,359.107,4727.00,340.000
179,4726.90,1.800,4758.70,-15.700
180,4727.00,-128.000,4727.00,1200.000
181,4727.00,-125.900,4729.50,-130.300
182,4727.00,-90.000,6595.70,-661.300
183,4727.00,34.000,4753.00,40.000
184,4727.00,104.100,4734.20,109.900
185,4727.00,194.500,4737.80,194.500
186,4727.00,766.300,4958.60,766.300
187,4729.50,-130.300,4733.10,-132.000
188,4733.10,-132.000,4764.50,-132.100
189,4734.20,109.900,4737.60,110.900
190,4737.60,110.900,4772.90,110.900
191,4737.80,194.500,4760.50,178.100
192,4743.30,-86.200,4743.40,-49.800
193,4743.30,-86.200,4770.60,-95.300
194,4746.20,38.100,4746.20,110.800
195,4758.58,-73.364,6597.93,-632.062
196,4758.60,-92.900,4758.60,239.100
197,4760.50,178.100,4784.50,160.700
198,4764.50,-132.100,4768.80,-129.700
199,4768.80,-129.700,4770.70,-125.300
200,4770.70,-125.300,4770.80,-83.400
201,4770.80,-83.400,4772.70,-77.800
202,4772.90,110.900,4777.90,108.300
203,4773.20,-25.200,6602.00,-584.700
204,4773.80,-79.200,4773.80,-43.700
205,4773.80,-43.700,4785.50,-38.600
206,4774.00,-45.000,4785.00,-38.000
207,4776.80,694.000,4776.80,805.400
208,4777.90,108.300,4784.40,102.600
209,4784.40,-55.000,6599.60,-609.700
210,4784.50,-55.600,4784.50,163.400
211,4808.40,-140.400,6595.10,-686.900
212,4809.40,-141.900,4809.40,-35.500
213,4896.20,766.300,4896.20,778.700
214,4896.20,778.700,5030.90,778.700
215,5124.11,-210.353,5144.68,-244.470
216,5152.20,-193.300,5176.70,-187.600
217,5158.00,-248.500,5198.77,-115.982
218,5161.00,-144.000,5167.30,-172.000
219,5178.90,-227.000,5179.00,-254.900
220,5185.80,-257.100,5226.50,-123.500
221,5198.70,-116.200,5209.10,-119.100
222,5216.90,-121.500,5226.20,-124.600
223,5220.10,-213.700,5238.30,-154.600
224,5224.00,-268.500,5257.00,-160.200
225,5224.10,-267.600,5257.70,-162.000
226,5238.40,-154.700,5244.00,-156.100
227,5245.30,-257.000,5247.50,-248.700
228,5245.30,-257.000,5245.90,-260.700
229,5245.90,-260.700,5248.40,-263.100
230,5248.40,-263.100,5272.30,-270.300
231,5251.60,-158.400,5257.00,-160.200
232,5267.40,-228.500,5282.10,-180.800
233,5272.30,-270.300,5276.30,-257.700
234,5280.10,-272.700,5304.10,-280.000
235,5280.10,-272.700,5284.00,-260.000
236,5304.10,-280.000,5308.00,-279.100
237,5308.00,-279.100,5310.20,-276.300
238,5310.20,-276.300,5312.70,-268.600
239,5374.40,-288.300,5374.50,-260.700
240,5383.00,-290.100,5383.60,-267.600
241,5504.90,-328.200,5504.90,-300.300
242,5514.40,-309.800,5514.60,-330.400
243,5529.40,-335.800,5529.40,-255.600
244,5548.30,-327.600,5570.70,-334.800
245,5548.30,-327.600,5552.10,-314.800
246,5566.80,-347.300,5570.75,-334.646
247,5649.40,-398.700,5649.40,-386.000
248,5649.40,-386.000,5655.30,-385.700
249,5655.30,-385.700,5655.30,-346.200
250,5718.90,-340.700,5726.20,-316.700
251,5762.80,-432.500,5792.20,-336.800
252,5817.00,-449.900,5817.00,-422.000
253,5840.50,-457.200,5844.60,-444.300
254,5843.90,-444.200,5877.10,-454.400
255,5868.20,-386.300,5875.40,-362.300
256,5876.00,-453.700,5880.10,-441.300
257,5878.40,-442.400,5889.10,-408.400
258,5889.10,-408.400,5909.70,-408.000
259,5908.80,-424.600,5908.80,-398.600
260,5972.30,-497.600,5976.80,-483.900
261,5976.50,-485.000,6032.00,-502.000
262,6003.90,-493.000,6007.70,-480.800
263,6006.70,-402.400,6022.30,-390.900
264,6022.20,-459.500,6022.30,-378.400
265,6022.30,-390.900,6048.20,-390.500
266,6022.30,-378.400,6066.00,-377.900
267,6038.70,-491.100,6047.50,-454.400
268,6044.60,-519.500,6074.30,-422.200
269,6047.50,-454.400,6047.60,-192.000
270,6121.20,-515.600,6204.90,-381.300
271,6144.00,-522.900,6147.70,-511.700
272,6147.70,-511.700,6214.30,-531.700
273,6170.20,-530.700,6173.50,-519.300
274,6180.80,-521.700,6185.00,-508.900
275,6185.00,-535.300,6188.50,-523.600
276,6210.80,-543.200,6214.30,-531.700
277,6217.10,-519.000,6217.10,-191.800
278,6217.20,-502.500,6235.80,-511.900
279,6217.40,-572.300,6247.00,-475.100
280,6270.40,-599.400,6295.70,-606.900
281,6270.40,-599.400,6273.50,-588.500
282,6283.20,-513.000,6290.40,-489.300
283,6295.60,-1422.300,6295.80,-542.200
284,6295.70,-621.900,6363.30,-624.700
285,6363.30,-667.800,6413.40,-667.900
286,6363.30,-667.800,6363.40,-590.000
287,6363.40,-590.000,6371.20,-566.100
288,6365.60,-584.500,6388.30,-585.000
289,6388.20,-623.500,6388.40,-571.400
290,6413.40,-667.900,6413.40,-631.300
291,6419.30,-554.700,6426.70,-530.900
292,6595.20,-687.000,7725.00,-487.700
293,6595.70,-661.300,7304.10,-536.500
294,6597.50,-635.300,7715.80,-438.400
295,6599.60,-609.700,7717.70,-413.700
296,6601.00,-584.300,6890.00,-533.500
297,6616.00,-632.000,6620.60,-656.700
298,6627.00,-643.000,6656.00,-637.000
299,6627.20,-643.000,6633.60,-680.100
300,6630.50,-629.400,6704.60,-384.700
301,6665.60,-649.200,6665.80,-687.500
302,6665.80,-687.500,6683.40,-687.600
303,6682.00,-1273.000,6846.90,-1273.000
304,6683.20,-1495.000,6683.20,-619.700
305,6683.40,-687.600,6700.90,-684.300
306,6692.90,-568.100,6697.60,-592.600
307,6700.90,-684.300,6713.10,-666.100
308,6796.20,-549.800,6804.90,-599.000
309,6825.50,-1472.200,6825.50,-596.100
310,6825.60,-657.100,6893.30,-650.300
311,6845.40,-1495.000,6845.40,-673.800
312,6872.50,-536.100,6890.60,-634.600
313,6882.20,-753.700,6882.20,-651.600
314,6893.60,-1492.800,6893.60,-633.800
315,7010.30,-1495.000,7010.30,-561.600
316,7023.50,-398.500,7060.00,-604.000
317,7068.10,-416.100,7096.40,-573.000
318,7078.70,-575.400,7551.70,-1032.200
319,7108.40,-544.900,7405.30,-832.200
320,7145.40,-488.100,7163.20,-586.300
321,7313.40,-770.800,7517.00,-967.000
